1	349	24.9978	-26.6022	7.7988	9.5658
1	350	34.0378	-20.0677	9.2798	8.5137
1	351	22.1870	21.5774	-17.2042	6.8249
1	352	44.0300	50.3476	4.9338	-15.5850
1	353	23.8752	-23.6725	6.6400	4.5320
1	354	28.5437	-27.3232	7.5623	9.0333
1	355	15.6168	-12.7250	-0.5650	37.8686
1	356	-67.2015	-0.9443	40.4355	-32.8472
1	357	-1.8158	-28.4422	-9.1478	-3.1577
1	358	-69.2137	51.2689	-70.2580	75.3434
1	359	-67.7923	29.1727	-21.2313	64.4260
1	360	-69.3319	43.1369	-64.4669	82.8425
1	361	2.9585	-27.4210	-8.8720	-4.2103
1	362	-74.6869	3.1010	46.3847	-24.2153
1	363	2.7643	-15.4972	-0.2938	-3.7843
1	365	16.3081	-8.6242	1.6426	-6.0188
1	367	-0.4931	-27.4895	-2.2606	-7.7135
1	368	-35.2302	-27.1822	-99.5272	-48.7091
1	369	3.0267	-19.1429	1.1670	-4.8768
1	371	-62.9112	-0.5233	44.9722	-34.7583
1	372	18.7910	-11.9060	4.0495	-2.7963
1	373	11.1199	-28.9894	-9.0751	1.8783
1	374	-61.7444	3.4053	37.6359	-27.1138
1	375	-20.4347	-14.0178	-3.6376	15.3043
1	377	-67.2712	62.7228	-82.4870	65.4218
1	379	8.1247	-20.0100	-5.0172	-2.6075
1	380	-63.2899	-1.8781	46.9689	-36.8004
1	381	20.1467	-31.6877	2.4534	11.8374
1	382	12.0324	-13.5221	-0.6986	-4.4975
1	383	21.9876	-30.7904	-0.5836	9.5063
1	384	19.5280	-26.4505	3.6029	4.9489
1	385	48.8425	52.4309	5.4608	-7.5761
1	387	8.4285	-19.7305	-38.8110	9.3739
1	388	-35.2770	-25.9220	-112.6365	-57.3934
1	389	-75.8144	4.7292	45.3330	-22.2337
1	390	-74.8235	26.5307	-3.8849	29.3020
1	391	-55.6532	-1.3969	29.2733	-23.3357
1	392	-53.1140	19.7182	-25.6084	0.6046
1	393	-84.4755	26.1944	0.7907	66.8226
1	395	-88.1222	28.7413	-2.0760	72.4093
1	397	34.2054	-0.9452	9.9030	7.5786
1	398	33.2337	-22.4221	10.5766	9.8268
1	399	33.4790	-21.3842	11.4859	9.0749
1	400	37.2336	35.3032	-5.6410	-11.1099
1	401	27.8032	-20.7162	6.8876	5.8026
1	403	-31.3209	-27.4055	-88.7644	-58.0591
1	404	-21.7145	-10.9189	-79.8562	-32.9140
1	407	18.7262	-7.9308	1.2956	-4.1766
1	409	13.2131	-31.2101	2.4247	0.2970
1	410	32.2464	20.0109	8.1271	3.1945
1	412	35.9194	26.9214	-0.6354	13.2970
1	413	-73.9807	7.6882	39.5117	-8.5341
1	414	-30.0834	-24.2394	-91.9407	-42.9972
1	416	2.6042	-20.5839	-6.5713	4.0001
1	417	6.9690	-19.8060	-4.2342	-1.4881
1	418	-31.0796	-24.3838	-83.4531	-39.0731
1	419	23.7037	-26.2820	3.6489	11.6159
1	422	-74.1631	0.4297	49.7825	-26.1791
1	424	15.9760	-15.6572	0.3692	-2.1847
1	427	3.0398	-18.2501	1.1066	-2.1897
1	428	-1.9959	-26.9296	-7.1389	-3.6962
1	429	32.3336	-22.0106	10.9044	8.4644
1	430	21.2685	-22.6676	-15.5703	36.0365
1	432	32.7202	-20.3318	7.2225	14.4383
1	433	21.8553	-15.4760	-18.1425	37.4755
1	434	16.1897	-29.2701	3.9659	2.7656
1	435	5.2033	-32.2444	-3.5264	-1.1862
1	437	16.6428	-31.6947	6.7910	5.1075
1	438	46.5124	55.1606	6.5183	-18.1441
1	439	48.2921	57.0849	5.0464	-17.2813
1	440	30.5094	-9.3854	7.2620	1.7504
1	443	14.2531	-30.8223	2.9056	0.6841
1	444	-68.0218	7.9075	32.1112	-8.9628
1	445	-35.8349	-2.1401	38.4927	-15.4569
1	446	20.5967	-16.8211	2.4732	0.9496
1	447	21.8714	-15.5207	5.4823	2.3714
1	449	24.7361	52.0161	3.7547	-23.2096
1	452	39.1300	95.4340	0.4394	-29.7526
1	453	26.8241	49.6124	-0.7559	-8.7701
1	454	33.0911	15.7635	3.2848	-5.0931
1	455	-70.0704	1.0508	48.9307	-20.3755
1	457	-65.1842	-0.1759	48.4664	-27.1226
1	458	39.7308	98.8382	3.0350	-29.4721
1	459	10.3694	-13.1658	3.6626	4.2580
1	749	-75.1088	5.8769	45.4590	-20.8828
1	750	-73.9545	4.6805	36.3074	-10.7012
1	999	34.6968	-22.4201	8.3827	12.9345
