Gene	Root	Stamen	Pistil	Leaf	Perisperm	Endosperm
Cc03t11620.1	7.9	0.1	0.2	4.7	0.9	1.2
Cc03t11630.1	0.3	0.0	2.3	0.9	11.1	7.0
Cc03t11640.1	0.0	0.0	0.0	0.2	0.0	0.0
Cc03t11650.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t11660.1	18.9	8.3	5.9	47.8	2.1	1.2
Cc03t11670.1	18.9	5.8	1.3	41.9	3.5	1.7
Cc03t11680.1	1.4	0.1	0.1	1.5	0.1	0.0
Cc03t11690.1	3.6	0.1	0.1	3.4	1.4	0.2
Cc03t11700.1	49.4	8.8	6.0	19.6	5.6	4.1
Cc03t11710.1	70.0	18.4	8.4	37.5	12.7	10.0
Cc03t11720.1	9.8	0.7	0.8	5.8	0.9	0.3
Cc03t11730.1	4.9	0.6	1.5	8.1	1.2	0.2
Cc03t11740.1	0.0	0.0	0.0	0.0	0.0	0.1
Cc03t11750.1	40.7	7.6	14.6	47.0	11.7	5.1
Cc03t11760.1	0.0	0.0	0.0	0.0	0.0	0.1
Cc03t11770.1	24.9	8.7	5.6	16.2	6.3	5.3
Cc03t11780.1	0.5	1.9	0.2	1.9	2.0	1.3
Cc03t11790.1	0.0	3.6	0.0	0.9	0.5	0.2
Cc03t11800.1	12.1	2.4	3.2	22.8	2.0	0.7
Cc03t11810.1	12.3	1.1	3.2	48.3	9.9	0.6
Cc03t11820.1	2.2	0.4	0.5	5.7	0.6	0.1
Cc03t11830.1	36.6	13.9	26.2	61.8	18.0	8.0
Cc03t11840.1	3.2	0.4	0.2	5.8	0.4	0.2
Cc03t11850.1	39.6	26.8	31.0	32.9	15.3	27.4
Cc03t11860.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t11870.1	0.0	0.0	0.0	0.0	0.1	0.3
Cc03t11880.1	0.0	0.0	0.0	0.0	0.1	0.3
Cc03t11890.1	0.0	0.0	0.0	0.0	40.6	96.5
Cc03t11900.1	0.0	0.1	0.0	0.1	69.8	172.6
Cc03t11910.1	0.0	0.0	0.0	0.0	0.0	0.1
Cc03t11920.1	0.0	0.0	0.0	0.0	0.2	0.6
Cc03t11930.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t11940.1	6.1	12.5	7.8	6.7	5.0	4.8
Cc03t11950.1	10.2	10.4	4.9	7.7	4.2	6.8
Cc03t11960.1	0.1	0.0	0.0	0.0	0.1	0.1
Cc03t11970.1	19.5	5.4	14.8	19.9	3.6	6.9
Cc03t11980.1	21.4	3.7	5.7	19.3	2.1	4.1
Cc03t11990.1	17.4	10.7	13.4	16.2	12.1	25.9
Cc03t12000.1	14.0	1.5	3.6	8.3	2.7	23.8
Cc03t12010.1	10.0	0.5	0.9	4.5	1.3	10.8
Cc03t12020.1	2.3	0.2	0.0	0.1	2.8	3.5
Cc03t12030.1	0.0	0.0	0.2	0.0	0.0	0.0
Cc03t12040.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t12050.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t12060.1	0.1	0.0	0.8	0.0	38.8	209.3
Cc03t12070.1	1.1	0.0	0.0	0.2	0.2	0.3
Cc03t12080.1	1.9	0.5	0.7	1.5	1.8	0.1
Cc03t12090.1	23.6	8.2	17.2	19.6	17.9	21.9
Cc03t12100.1	46.8	30.4	41.2	25.5	11.2	27.3
Cc03t12110.1	61.6	17.8	16.1	40.2	36.0	34.1
Cc03t12120.1	35.9	141.9	75.0	33.9	53.8	100.1
Cc03t12130.1	0.2	0.0	0.0	0.1	0.1	0.1
Cc03t12140.1	0.0	0.0	0.0	0.0	16.7	10.0
Cc03t12150.1	0.8	2.8	1.8	1.6	2.2	1.4
Cc03t12160.1	0.6	0.0	0.3	0.4	0.3	1.0
Cc03t12170.1	16.6	0.5	8.9	21.1	17.3	12.1
Cc03t12180.1	19.9	1.8	4.0	12.2	36.9	18.8
Cc03t12190.1	68.3	42.7	49.4	37.2	96.3	79.6
Cc03t12200.1	0.0	0.1	0.8	0.3	0.3	0.1
Cc03t12210.1	2.6	10.8	0.0	2.3	12.9	9.1
Cc03t12220.1	0.1	6.0	0.0	0.0	0.0	5.8
Cc03t12230.1	17.6	7.9	0.1	0.0	52.5	13.2
Cc03t12240.1	0.4	0.0	1.0	0.4	1.6	3.7
Cc03t12250.1	129.2	0.0	0.4	0.1	0.4	47.1
Cc03t12260.1	6.7	3.7	1.9	0.5	3.6	51.4
Cc03t12270.1	0.1	0.0	0.0	0.3	0.1	0.8
Cc03t12280.1	0.0	0.0	2.4	1.5	0.1	0.0
Cc03t12290.1	7.7	0.9	2.2	7.8	11.4	9.1
Cc03t12300.1	11.6	42.1	29.3	8.5	80.7	37.4
Cc03t12310.1	14.8	1.2	1.5	1.8	9.1	2.8
Cc03t12320.1	0.0	0.2	0.0	0.0	0.0	0.0
Cc03t12330.1	77.9	62.2	66.4	31.2	109.1	163.8
Cc03t12340.1	7.8	3.8	4.4	3.7	4.8	3.0
Cc03t12350.1	34.4	22.3	18.1	30.1	11.4	24.4
Cc03t12360.1	18.1	9.0	5.6	13.1	1.4	3.9
Cc03t12370.1	17.8	1.2	1.3	17.3	3.4	3.8
Cc03t12380.1	2.4	1.5	1.7	3.9	3.3	14.2
Cc03t12390.1	15.3	24.7	21.2	22.3	49.0	36.7
Cc03t12400.1	0.4	0.4	0.2	0.2	0.1	0.4
Cc03t12410.1	0.0	0.0	0.0	0.0	0.1	0.9
Cc03t12420.1	2.5	0.0	0.3	6.7	0.4	1.2
Cc03t12430.1	0.8	0.3	1.2	113.0	2.3	7.0
Cc03t12440.1	11.1	0.7	3.0	146.6	5.4	12.7
Cc03t12450.1	79.2	83.5	143.1	83.0	126.8	52.0
Cc03t12460.1	36.0	47.8	93.8	48.6	243.6	119.0
Cc03t12470.1	0.0	0.0	0.0	0.2	3.5	0.1
Cc03t12480.1	13.7	21.1	8.9	13.9	4.9	5.2
Cc03t12490.1	0.1	0.0	0.0	0.2	0.2	0.6
Cc03t12500.1	3.1	11.1	1.4	1.5	1.6	3.4
Cc03t12510.1	6.7	2.8	1.0	0.6	1.5	2.6
Cc03t12520.1	39.1	3.5	4.4	35.2	3.6	24.7
Cc03t12530.1	27.5	15.0	19.5	27.5	9.5	28.4
Cc03t12540.1	19.5	5.2	5.6	23.5	2.8	9.5
Cc03t12550.1	39.2	21.9	21.1	34.3	18.1	24.7
Cc03t12560.1	18.7	1.0	3.8	8.3	15.9	9.6
Cc03t12570.1	33.0	74.2	33.3	27.2	24.9	32.2
Cc03t12580.1	4.3	0.0	0.3	11.7	0.4	2.9
Cc03t12590.1	15.7	6.9	2.3	17.1	2.3	3.3
Cc03t12600.1	0.0	2.1	0.0	0.0	0.3	0.2
Cc03t12610.1	21.3	0.8	1.5	3.4	0.3	7.6
Cc03t12620.1	0.0	0.0	0.2	0.0	0.0	0.1
Cc03t12630.1	31.9	12.3	44.4	36.2	42.1	33.2
Cc03t12640.1	0.0	0.0	0.0	0.2	0.1	1.5
Cc03t12650.1	0.1	1.4	6.2	0.2	0.2	1.1
Cc03t12660.1	3.9	3.1	1.3	9.4	2.0	0.7
Cc03t12670.1	5.8	0.2	0.1	2.1	0.5	0.2
Cc03t12680.1	13.0	3.8	2.0	29.5	2.1	0.7
Cc03t12690.1	3.8	0.1	0.2	5.3	0.8	0.3
Cc03t12700.1	0.8	0.1	0.5	2.6	0.6	0.1
Cc03t12710.1	2.3	0.2	0.1	1.7	1.0	0.3
Cc03t12720.1	3.3	0.7	1.2	6.5	1.1	0.2
Cc03t12730.1	0.3	0.0	0.1	0.0	0.0	0.1
Cc03t12740.1	17.7	4.6	8.8	23.2	11.7	9.1
Cc03t12750.1	0.0	0.0	0.0	0.0	0.0	0.6
Cc03t12760.1	4.6	2.1	2.8	4.8	2.9	2.2
Cc03t12770.1	10.7	7.8	6.4	43.4	1.5	1.0
Cc03t12780.1	62.0	14.6	29.6	135.6	9.8	7.0
Cc03t12790.1	1.4	0.2	0.2	3.0	0.4	0.1
Cc03t12800.1	4.1	0.1	0.4	3.7	0.3	0.2
Cc03t12810.1	20.7	9.4	8.2	18.6	7.9	4.2
Cc03t12820.1	11.0	1.0	1.8	28.3	2.4	0.6
Cc03t12830.1	9.4	0.7	1.3	17.4	0.8	0.3
Cc03t12840.1	3.8	0.2	0.5	7.0	0.7	0.1
Cc03t12850.1	0.1	0.6	0.7	1.6	0.3	80.9
Cc03t12860.1	8.9	3.8	6.0	22.9	21.9	18.5
Cc03t12870.1	9.4	277.4	87.6	76.6	58.2	17.4
Cc03t12880.1	2.1	2.4	2.1	2.7	0.8	1.1
Cc03t12890.1	0.1	0.2	0.9	0.7	0.0	0.2
Cc03t12900.1	0.0	1.8	1.9	0.5	2.2	18.9
Cc03t12910.1	18.2	23.8	20.9	19.0	2.6	15.1
Cc03t12920.1	1.1	0.0	1.4	8.4	2.5	2.4
Cc03t12930.1	31.1	0.0	0.3	46.7	5.7	9.0
Cc03t12940.1	42.1	0.0	0.2	33.5	4.3	20.9
Cc03t12950.1	18.3	2.8	2.4	11.7	2.3	4.7
Cc03t12960.1	10.6	1.0	1.4	5.0	0.7	3.2
Cc03t12970.1	0.0	0.0	0.0	0.0	0.0	0.1
Cc03t12980.1	3.6	0.0	3.4	4.3	0.5	0.6
Cc03t12990.1	0.0	0.3	0.3	0.3	0.2	0.1
Cc03t13000.1	45.3	103.0	134.0	104.0	85.7	105.4
Cc03t13010.1	19.8	12.8	30.3	28.1	24.6	26.7
Cc03t13020.1	0.6	0.0	0.2	0.7	0.8	0.9
Cc03t13030.1	21.5	6.3	4.6	10.4	7.9	10.3
Cc03t13040.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t13050.1	0.0	0.0	0.3	0.0	0.0	0.0
Cc03t13060.1	2.4	0.0	0.2	0.5	0.0	0.5
Cc03t13070.1	12.4	2.0	5.9	5.4	6.8	7.8
Cc03t13080.1	143.5	4.4	2.9	34.9	15.1	50.0
Cc03t13090.1	20.8	30.3	27.9	20.4	12.4	15.3
Cc03t13100.1	0.0	0.4	0.4	0.1	0.7	1.1
Cc03t13110.1	2.2	1.0	4.6	149.3	77.6	24.6
Cc03t13120.1	6.1	7.1	4.4	9.8	2.3	11.0
Cc03t13130.1	74.4	563.9	219.0	51.7	113.4	107.5
Cc03t13140.1	9.6	1.8	3.5	20.6	2.5	4.7
Cc03t13150.1	17.8	29.3	17.6	20.5	10.7	17.0
Cc03t13160.1	0.0	0.0	0.0	0.2	0.1	0.0
Cc03t13170.1	23.9	6.6	16.8	25.0	12.4	14.6
Cc03t13180.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t13190.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t13200.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t13210.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t13220.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t13230.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t13240.1	46.6	82.8	52.9	33.2	46.8	42.4
Cc03t13250.1	34.9	44.8	13.4	25.8	5.8	11.6
Cc03t13260.1	52.7	166.5	197.7	37.8	198.5	149.2
Cc03t13270.1	2.1	2.0	1.5	4.2	29.1	16.5
Cc03t13280.1	0.1	0.1	0.4	1.5	0.5	0.6
Cc03t13290.1	2.8	0.0	0.0	0.0	0.1	0.0
Cc03t13300.1	1.2	5.5	1.2	8.2	1.0	1.0
Cc03t13310.1	1.6	0.5	0.3	4.1	0.0	0.0
Cc03t13320.1	0.4	0.0	0.0	2.1	0.1	0.0
Cc03t13330.1	1.5	0.2	0.1	0.4	0.0	0.0
Cc03t13340.1	0.3	0.3	0.0	0.0	0.0	0.0
Cc03t13350.1	0.2	0.2	0.1	0.1	0.5	0.5
Cc03t13360.1	17.8	3.7	1.4	15.8	1.0	1.5
Cc03t13370.1	60.5	17.3	52.1	26.4	93.5	198.4
Cc03t13380.1	59.7	23.3	35.9	42.8	15.2	57.5
Cc03t13390.1	5.3	0.3	0.4	4.8	1.0	1.5
Cc03t13400.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t13410.1	0.0	0.0	0.0	0.1	0.1	0.1
Cc03t13420.1	0.2	0.3	0.0	0.0	0.2	0.2
Cc03t13430.1	0.0	0.8	1.4	1.3	0.9	26.1
Cc03t13440.1	1.0	0.0	0.0	0.7	0.3	0.2
Cc03t13450.1	0.0	0.0	0.0	0.0	0.7	0.1
Cc03t13460.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t13470.1	0.0	0.0	0.0	0.0	0.0	0.3
Cc03t13480.1	6.4	5.4	11.4	51.2	12.8	10.1
Cc03t13490.1	0.5	0.0	0.2	0.3	1.0	1.2
Cc03t13500.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t13510.1	0.0	0.0	0.0	0.1	0.0	0.0
Cc03t13520.1	0.0	0.0	0.0	0.3	0.5	0.0
Cc03t13530.1	17.3	8.0	15.8	22.0	6.1	8.2
Cc03t13540.1	0.0	0.1	0.0	0.0	0.0	0.0
Cc03t13550.1	0.7	0.0	0.0	0.7	0.2	0.3
Cc03t13560.1	0.3	0.0	0.0	2.0	2.2	4.0
Cc03t13570.1	8.6	2.7	5.5	4.1	3.4	19.3
Cc03t13580.1	16.5	1.7	5.1	17.7	3.5	4.4
Cc03t13590.1	0.0	0.0	0.0	0.0	0.0	0.2
Cc03t13600.1	4.9	15.8	2.7	2.2	0.3	0.7
Cc03t13610.1	0.7	0.0	0.0	0.3	15.1	0.3
Cc03t13620.1	0.1	0.0	2.2	4.6	57.4	1.0
Cc03t13630.1	0.2	0.0	0.1	0.1	4.7	0.8
Cc03t13640.1	5.4	4.9	10.3	6.1	1.4	5.4
Cc03t13650.1	0.1	0.4	0.1	0.2	0.7	1.4
Cc03t13660.1	21.1	11.0	5.7	22.5	18.8	12.9
Cc03t13670.1	0.6	0.0	0.0	3.2	0.1	0.6
Cc03t13680.1	2.4	3.2	0.0	0.0	0.1	0.1
Cc03t13690.1	5.9	0.0	0.0	0.0	0.0	0.0
Cc03t13700.1	6.5	0.2	9.9	0.0	0.0	0.5
Cc03t13710.1	23.1	0.8	41.6	0.0	0.1	1.3
Cc03t13720.1	2.3	0.2	1.2	0.1	0.0	0.3
Cc03t13730.1	118.2	15.5	30.1	875.5	0.2	0.1
Cc03t13740.1	614.9	4.0	6.6	996.3	0.9	0.1
Cc03t13750.1	0.0	0.3	0.8	0.0	0.3	1.3
Cc03t13760.1	0.9	1.2	1.8	1.1	1.3	2.0
Cc03t13770.1	81.2	0.1	0.2	0.6	6.1	3.6
Cc03t13780.1	0.0	0.0	0.0	0.2	0.0	3.5
Cc03t13790.1	0.0	0.0	0.0	0.2	2.2	1.1
Cc03t13800.1	86.9	0.1	0.9	1.8	2.5	1.0
Cc03t13810.1	1.8	3.7	0.9	1.4	2.5	2.5
Cc03t13820.1	5.0	4.6	0.7	1.0	0.6	3.0
Cc03t13830.1	0.9	12.4	0.4	0.3	4.0	15.1
Cc03t13840.1	36.2	20.2	12.6	12.4	35.3	40.5
Cc03t13850.1	30.3	34.1	67.6	124.0	47.2	11.3
Cc03t13860.1	0.0	0.0	0.0	0.1	0.1	1.1
Cc03t13870.1	0.4	0.0	0.1	2.0	0.3	0.1
Cc03t13880.1	0.0	0.0	0.0	0.4	0.2	0.0
Cc03t13890.1	0.0	0.0	0.0	0.3	0.0	0.1
Cc03t13900.1	0.0	0.0	0.0	0.0	0.0	1.1
Cc03t13910.1	0.0	0.1	7.2	0.3	0.0	0.0
Cc03t13920.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t13930.1	0.5	0.0	0.0	0.8	0.4	0.1
Cc03t13940.1	2.1	0.0	0.1	2.3	0.3	0.1
Cc03t13950.1	49.2	13.1	14.7	24.9	13.7	24.6
Cc03t13960.1	3.1	6.4	5.7	7.6	12.3	22.1
Cc03t13970.1	19.4	120.5	45.3	28.8	61.1	101.7
Cc03t13980.1	2.8	0.0	0.2	4.4	0.3	0.0
Cc03t13990.1	10.6	0.1	0.0	0.2	0.1	0.2
Cc03t14000.1	0.2	4.0	0.0	0.4	0.3	0.9
Cc03t14010.1	3.7	0.0	1.7	0.8	0.1	2.3
Cc03t14020.1	0.1	0.1	0.1	0.0	1.5	2.3
Cc03t14030.1	20.7	10.3	3.3	20.3	40.6	36.9
Cc03t14040.1	21.8	17.6	9.6	16.8	21.0	34.0
Cc03t14050.1	0.1	0.3	0.1	0.6	0.1	0.0
Cc03t14060.1	46.5	22.1	34.8	40.3	14.6	27.5
Cc03t14070.1	0.9	0.0	0.0	0.0	0.0	0.0
Cc03t14080.1	1.3	1.2	3.3	2.9	15.2	18.8
Cc03t14090.1	76.3	1.4	6.2	12.8	136.3	36.4
Cc03t14100.1	0.0	0.2	0.0	0.0	0.5	0.5
Cc03t14110.1	2.8	0.0	0.0	0.0	0.0	8.4
Cc03t14120.1	65.0	141.5	143.1	79.2	80.4	144.8
Cc03t14130.1	52.6	35.2	31.7	12.6	16.0	16.3
Cc03t14140.1	0.0	0.0	0.0	0.0	0.1	0.4
Cc03t14150.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t14160.1	15.2	2.3	2.5	14.3	3.6	14.8
Cc03t14170.1	7.5	1.2	1.7	5.6	1.2	0.0
Cc03t14180.1	144.3	20.4	118.0	115.0	37.2	17.1
Cc03t14190.1	1.3	0.0	0.1	7.4	0.1	0.0
Cc03t14200.1	8283.0	1.1	0.3	3.0	1.2	3.7
Cc03t14210.1	21.4	0.4	5.0	7.2	0.9	0.0
Cc03t14220.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t14230.1	0.0	2.7	0.0	0.0	0.0	0.0
Cc03t14240.1	3.6	0.2	0.6	1.1	1.9	8.7
Cc03t14250.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t14260.1	45.9	169.7	63.3	81.1	52.8	102.0
Cc03t14270.1	0.0	0.0	0.0	0.0	0.1	0.1
Cc03t14280.1	0.9	0.4	6.8	5.6	2.3	2.0
Cc03t14290.1	7.2	4.2	7.3	5.8	6.3	6.1
Cc03t14300.1	0.0	5.6	10.9	33.4	1.1	0.0
Cc03t14310.1	15.1	13.2	32.9	24.5	13.9	21.5
Cc03t14320.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t14330.1	16155.7	10.0	160.3	21193.2	2608.3	16.8
Cc03t14340.1	6.4	1.7	115.7	1500.3	184.6	0.4
Cc03t14350.1	0.0	0.0	0.0	0.0	0.0	0.3
Cc03t14360.1	0.7	0.0	0.0	0.0	0.0	0.0
Cc03t14370.1	23.2	0.0	1.1	0.2	1.9	0.1
Cc03t14380.1	2.0	2.1	11.0	16.3	68.9	1.6
Cc03t14390.1	9.0	5.0	7.4	7.0	12.1	22.1
Cc03t14400.1	4.5	3.8	11.7	10.4	4.5	6.2
Cc03t14410.1	2.4	98.5	0.8	0.9	1.9	9.2
Cc03t14420.1	1.5	46.0	2.3	0.1	0.5	0.1
Cc03t14430.1	42.2	75.6	52.1	56.7	63.2	60.4
Cc03t14440.1	3.3	0.3	18.4	4.8	110.5	298.8
Cc03t14450.1	41.7	2.5	9.4	13.0	3.8	5.9
Cc03t14460.1	9.1	3.6	9.1	61.8	7.5	1.5
Cc03t14470.1	0.0	0.0	0.0	0.2	8.0	0.7
Cc03t14480.1	19.0	11.9	12.7	14.5	8.6	7.2
Cc03t14490.1	22.6	55.9	28.3	22.4	18.9	19.4
Cc03t14500.1	8.3	3.2	1.4	8.5	1.7	3.9
Cc03t14510.1	7.4	2.8	2.1	10.3	2.1	4.4
Cc03t14520.1	48.5	15.8	8.2	11.9	3.8	36.5
Cc03t14530.1	33.6	30.4	19.4	26.7	16.5	18.5
Cc03t14540.1	0.0	0.4	0.0	5.5	0.8	0.0
Cc03t14550.1	3.0	0.1	0.0	2.8	0.0	0.1
Cc03t14560.1	26.3	0.2	0.6	20.2	4.4	1.0
Cc03t14570.1	21.8	1.8	4.2	18.5	8.6	8.6
Cc03t14580.1	0.3	0.1	0.6	0.4	0.6	0.1
Cc03t14590.1	1.9	0.0	0.4	0.0	0.1	0.8
Cc03t14600.1	0.0	0.0	0.0	0.1	0.0	0.0
Cc03t14610.1	14.6	1.1	3.3	6.7	2.9	3.8
Cc03t14620.1	22.3	1.4	4.3	23.6	4.6	4.9
Cc03t14630.1	12.1	0.3	1.1	1.6	1.3	2.2
Cc03t14640.1	17.8	0.1	3.8	0.2	0.3	0.5
Cc03t14650.1	21.0	0.6	1.7	4.5	12.0	7.4
Cc03t14660.1	30.1	2.3	6.7	7.1	5.3	3.1
Cc03t14670.1	11.7	4.1	5.5	19.3	20.6	11.5
Cc03t14680.1	40.0	0.4	1.2	15.5	5.8	0.9
Cc03t14690.1	0.0	0.0	0.0	0.3	0.4	1.1
Cc03t14700.1	0.0	0.0	0.0	0.2	0.0	0.2
Cc03t14710.1	51.7	1.6	3.1	20.6	18.9	24.7
Cc03t14720.1	16.0	1.2	0.7	13.7	1.1	0.7
Cc03t14730.1	74.4	0.0	0.0	0.1	6.8	0.5
Cc03t14740.1	99.3	0.1	0.0	0.2	17.4	1.4
Cc03t14750.1	50.9	0.7	0.0	0.1	3.9	0.3
Cc03t14760.1	0.2	0.0	0.1	0.9	0.1	0.0
Cc03t14770.1	0.6	1.1	0.9	3.7	3.2	0.6
Cc03t14780.1	0.3	0.0	0.0	0.0	0.2	1.0
Cc03t14790.1	1.5	0.1	0.0	0.0	2.5	1.1
Cc03t14800.1	49.8	0.3	2.5	2.0	5.1	2.9
Cc03t14810.1	3.2	0.0	2.6	0.1	0.4	0.6
Cc03t14820.1	1.1	0.6	0.2	0.0	1.3	0.7
Cc03t14830.1	4.2	0.3	6.2	31.6	6.3	0.6
Cc03t14840.1	118.4	0.0	0.5	4.1	1.7	0.5
Cc03t14850.1	95.3	0.0	0.0	6.1	1.4	0.8
Cc03t14860.1	0.0	0.0	0.0	0.0	0.5	0.6
Cc03t14870.1	11.1	0.0	0.1	0.0	0.6	0.4
Cc03t14880.1	84.6	0.1	0.4	5.4	2.3	0.9
Cc03t14890.1	0.7	0.6	0.0	1.1	2.0	0.2
Cc03t14900.1	1.4	0.2	0.0	0.0	0.1	1.1
Cc03t14910.1	1.4	0.0	0.0	0.5	0.0	0.1
Cc03t14920.1	2.2	1.6	2.8	7.9	6.2	17.9
Cc03t14930.1	0.0	0.7	0.0	0.0	0.0	0.0
Cc03t14940.1	0.0	0.4	0.0	0.1	0.0	0.1
Cc03t14950.1	0.1	0.3	0.4	0.1	0.2	0.5
Cc03t14960.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t14970.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t14980.1	47.7	86.7	81.3	29.7	53.3	40.8
Cc03t14990.1	22.8	30.2	27.9	26.3	18.3	25.3
Cc03t15000.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t15010.1	21.5	1.9	5.6	15.2	3.1	6.3
Cc03t15020.1	0.0	0.0	0.0	0.0	0.0	0.1
Cc03t15030.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t15040.1	9.3	0.2	0.6	31.2	27.0	2.7
Cc03t15050.1	3.0	57.9	11.0	7.2	4.8	3.6
Cc03t15060.1	44.0	24.0	70.7	37.8	82.7	92.1
Cc03t15070.1	34.4	17.5	65.7	13.7	19.8	35.4
Cc03t15080.1	21.9	24.2	27.4	24.9	23.2	26.5
Cc03t15090.1	12.6	0.3	1.7	44.7	7.6	140.5
Cc03t15100.1	0.0	0.0	0.1	0.0	0.1	3.8
Cc03t15110.1	20.0	0.2	39.5	0.1	0.0	3.0
Cc03t15120.1	2.3	0.0	2.7	0.0	0.0	0.5
Cc03t15130.1	19.0	2.1	32.1	23.1	0.4	2.9
Cc03t15140.1	33.4	51.8	50.4	41.3	16.6	30.9
Cc03t15150.1	32.5	0.1	0.0	0.0	0.1	1.0
Cc03t15160.1	0.0	0.3	0.4	0.0	0.4	8.4
Cc03t15170.1	6.6	0.2	0.1	0.3	1.5	0.7
Cc03t15180.1	17.2	0.0	0.0	0.2	0.0	0.2
Cc03t15190.1	12.3	0.1	0.0	1.0	0.1	16.5
Cc03t15200.1	21.1	0.0	0.0	0.6	0.0	8.9
Cc03t15210.1	46.8	34.3	22.2	21.6	12.6	27.1
Cc03t15220.1	10.5	72.6	17.9	14.1	6.2	7.8
Cc03t15230.1	12.6	0.5	8.1	10.0	3.6	1.3
Cc03t15240.1	42.7	65.9	37.5	30.1	4.5	23.7
Cc03t15250.1	23.0	3.2	3.4	15.9	12.0	17.3
Cc03t15260.1	4.6	16.6	40.6	11.1	1.7	0.1
Cc03t15270.1	19.0	0.0	0.7	0.0	0.0	0.3
Cc03t15280.1	5.9	0.0	0.1	0.0	0.0	0.0
Cc03t15290.1	0.0	0.0	0.0	0.0	0.0	0.1
Cc03t15300.1	0.2	0.0	0.0	0.0	0.0	0.0
Cc03t15310.1	22.8	5.8	14.8	29.2	22.8	33.9
Cc03t15320.1	114.5	0.9	1.8	3.4	4.5	19.5
Cc03t15330.1	38.0	2.9	4.3	33.9	7.0	11.3
Cc03t15340.1	25.0	12.7	21.9	42.9	26.1	15.6
Cc03t15350.1	48.5	3.0	6.2	37.2	29.4	63.5
Cc03t15360.1	1.7	50.4	21.2	68.9	148.8	323.7
Cc03t15370.1	0.0	0.0	0.0	0.0	0.0	0.1
Cc03t15380.1	0.0	0.0	0.5	0.0	3.2	2.0
Cc03t15390.1	0.2	3.2	18.0	0.4	9.1	7.4
Cc03t15400.1	2.2	101.2	23.7	8.9	17.2	50.6
Cc03t15410.1	11.0	0.6	6.6	16.8	4.9	4.1
Cc03t15420.1	1.2	20.2	5.5	4.1	2.7	10.6
Cc03t15430.1	6.9	0.3	3.8	9.3	2.0	1.7
Cc03t15440.1	1.2	26.7	4.1	3.8	4.1	17.9
Cc03t15450.1	14.6	0.8	13.4	23.0	5.8	4.3
Cc03t15460.1	1.1	0.3	0.5	0.7	1.3	0.2
Cc03t15470.1	2.7	0.1	1.7	5.8	1.2	0.9
Cc03t15480.1	0.0	0.7	0.0	0.0	0.0	0.0
Cc03t15490.1	4.2	0.1	0.8	7.4	1.1	1.0
Cc03t15500.1	0.0	0.0	0.0	0.0	0.1	0.1
Cc03t15510.1	0.0	0.0	0.0	0.0	0.0	0.6
Cc03t15520.1	0.0	28.8	3.4	0.5	0.7	3.9
Cc03t15530.1	0.8	0.0	0.2	0.1	0.4	0.0
Cc03t15540.1	5.8	2.4	8.2	1.2	6.7	0.5
Cc03t15550.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t15560.1	0.1	0.1	0.0	0.0	0.8	0.5
Cc03t15570.1	5.0	0.0	5.9	0.5	0.3	0.1
Cc03t15580.1	21.7	0.9	2.5	19.2	2.1	4.3
Cc03t15590.1	0.3	0.0	0.0	0.0	0.0	0.0
Cc03t15600.1	52.0	2.8	2.1	14.5	17.6	82.5
Cc03t15610.1	0.0	1.1	2.1	0.0	0.0	0.4
Cc03t15620.1	5.5	0.0	0.0	0.0	0.0	0.2
Cc03t15630.1	483.2	0.1	0.1	0.2	0.1	3.4
Cc03t15640.1	2.4	1.1	0.4	0.2	1.2	0.1
Cc03t15650.1	60.1	178.6	108.9	59.4	252.6	167.8
Cc03t15660.1	121.1	80.5	64.1	35.6	61.8	173.9
Cc03t15670.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t15680.1	1.9	17.2	0.0	4.2	1.0	3.6
Cc03t15690.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc03t15700.1	0.8	0.0	0.4	0.1	0.8	0.0
Cc03t15710.1	0.0	0.0	0.0	0.0	0.0	0.0
