Gene	Root	Stamen	Pistil	Leaf	Perisperm	Endosperm
Cc07t20480.1	61.2	36.9	28.2	41.6	36.7	25.2
Cc07t20490.1	0.1	0.4	0.0	0.0	0.4	2.9
Cc07t20500.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc07t20510.1	35.8	14.0	21.8	35.8	23.8	8.1
Cc07t20520.1	58.3	4.3	21.2	49.2	11.7	3.0
Cc07t20530.1	70.2	19.8	17.5	58.2	25.2	12.9
Cc07t20540.1	8.6	1.0	2.2	7.6	2.8	1.5
Cc07t20550.1	14.1	5.6	8.7	11.7	10.9	6.5
Cc07t20560.1	0.0	0.0	0.0	0.0	0.1	0.0
Cc07t20570.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc07t20580.1	42.7	18.6	23.8	33.4	35.1	30.5
Cc07t20590.1	9.8	4.4	5.0	14.2	7.0	1.3
Cc07t20600.1	118.6	148.9	149.5	54.0	84.9	94.3
Cc07t20610.1	18.2	1.7	86.1	19.7	5.5	0.1
Cc07t20620.1	1.4	0.1	0.0	0.1	0.0	0.1
Cc07t20630.1	0.0	0.0	0.0	0.0	0.0	0.2
Cc07t20640.1	22.3	0.0	0.0	0.1	0.1	0.3
Cc07t20650.1	4.6	3.1	1.7	3.3	1.8	0.9
Cc07t20660.1	4.9	2.4	0.8	3.3	1.2	0.5
Cc07t20670.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc07t20680.1	0.0	0.0	0.0	0.1	0.0	0.0
Cc07t20690.1	0.0	2.2	1.1	0.0	0.0	0.1
Cc07t20700.1	0.0	0.4	1.0	0.0	0.2	0.1
Cc07t20710.1	0.0	0.3	0.5	0.0	0.0	0.1
Cc07t20720.1	0.0	0.2	0.4	0.0	0.0	0.0
Cc07t20730.1	0.0	0.1	0.2	0.0	0.0	0.0
Cc07t20740.1	10.8	0.1	0.0	1.9	0.3	0.3
Cc07t20750.1	0.6	0.0	0.0	1.8	0.1	0.1
Cc07t20760.1	0.4	0.0	0.5	2.1	2.2	2.8
Cc07t20770.1	5.6	0.0	0.5	14.2	9.0	8.4
Cc07t20780.1	0.0	1.4	0.0	1.4	0.0	1.5
Cc07t20790.1	42.7	0.8	0.8	5.9	1.0	1.8
Cc07t20800.1	13.9	0.0	0.3	5.9	0.5	0.2
Cc07t20810.1	0.1	0.0	0.4	0.5	1.2	1.4
Cc07t20820.1	11.5	1.2	4.0	8.5	4.4	7.3
Cc07t20830.1	27.7	1.5	5.4	23.3	3.8	4.7
Cc07t20840.1	2.0	0.2	0.6	3.2	0.6	2.8
Cc07t20850.1	0.0	2.9	0.0	0.0	0.4	7.3
Cc07t20860.1	0.0	1.2	0.0	0.0	0.0	3.6
Cc07t20870.1	12.4	5.7	6.6	8.6	10.5	19.1
Cc07t20880.1	2.5	0.0	0.5	2.3	15.7	10.5
Cc07t20890.1	61.5	18.0	15.4	42.7	8.6	14.8
Cc07t20900.1	32.3	13.5	55.6	23.8	18.4	24.1
Cc07t20910.1	3.2	0.0	1.2	4.3	0.7	0.3
Cc07t20920.1	0.0	0.0	0.0	0.1	0.0	0.2
Cc07t20930.1	12.7	8.0	6.7	8.3	10.2	9.2
Cc07t20940.1	0.0	0.0	0.0	0.0	0.0	0.8
Cc07t20950.1	13.0	5.4	14.2	49.4	62.7	16.5
Cc07t20960.1	0.0	0.0	0.0	0.1	0.1	0.1
Cc07t20970.1	39.2	229.0	83.0	30.8	52.4	51.3
Cc07t20980.1	3.8	2.7	3.5	6.7	6.8	1.5
Cc07t20990.1	10.3	0.7	2.9	1.7	6.3	13.5
Cc07t21000.1	0.0	0.0	0.0	0.0	0.2	0.2
Cc07t21010.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc07t21020.1	47.0	24.4	45.6	36.7	56.2	58.4
Cc07t21030.1	131.3	54.3	50.9	75.9	33.7	72.9
Cc07t21040.1	1.8	0.7	0.3	0.6	2.7	2.2
Cc07t21050.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc07t21060.1	9.0	0.4	1.2	8.3	1.2	1.7
Cc07t21070.1	17.3	4.4	5.5	8.6	10.6	7.2
Cc07t21080.1	329.6	41.4	110.1	196.6	270.7	239.9
Cc07t21090.1	1.9	1.3	0.4	1.2	0.4	0.2
Cc07t21100.1	3.2	3.2	1.0	1.9	0.0	0.0
Cc07t21110.1	0.0	0.0	0.0	0.0	0.1	0.0
Cc07t21120.1	0.0	0.0	1.5	0.9	4.3	6.4
Cc07t21130.1	0.7	0.0	0.0	1.4	1.6	1.0
Cc07t21140.1	0.6	5.5	0.1	0.2	2.6	2.5
Cc07t21150.1	11.6	5.7	8.0	8.6	5.9	3.9
Cc07t21160.1	4.4	4.0	3.8	4.0	17.6	11.7
Cc07t21170.1	1.4	0.3	0.0	2.6	4.5	2.8
Cc07t21180.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc07t21190.1	2.2	9.7	1.1	2.5	29.7	13.6
Cc07t21200.1	6.7	1.0	2.6	19.0	0.7	0.6
Cc07t21210.1	0.1	2.2	5.4	0.4	0.0	0.2
Cc07t21220.1	0.0	9.7	23.2	0.0	42.8	17.7
Cc07t21230.1	4.9	0.2	0.5	2.8	0.3	0.5
Cc07t21240.1	82.1	314.0	197.4	58.9	302.2	215.0
Cc07t21250.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc07t21260.1	29.3	21.5	21.3	34.3	11.4	16.9
Cc07t21270.1	0.5	0.2	0.2	0.6	0.2	0.2
Cc07t21280.1	0.0	3.4	0.1	0.2	0.1	0.7
Cc07t21290.1	252.1	1079.7	250.2	136.5	206.2	230.0
Cc07t21300.1	14.8	20.6	18.7	12.3	9.5	15.7
Cc07t21310.1	0.8	0.3	0.2	0.6	0.7	0.9
Cc07t21320.1	6.4	6.7	4.5	9.2	3.3	4.4
Cc07t21330.1	13.3	1.1	6.0	9.4	5.7	6.9
Cc07t21340.1	20.4	1.0	4.6	14.4	7.8	8.8
Cc07t21350.1	27.2	2.9	12.8	19.8	10.9	14.4
Cc07t21360.1	0.7	0.2	0.5	1.5	3.1	42.3
Cc07t21370.1	0.0	0.0	0.0	0.0	0.3	0.3
Cc07t21380.1	0.0	0.0	0.0	0.0	0.1	0.2
Cc07t21390.1	74.5	9.0	34.5	28.9	40.9	75.7
Cc07t21400.1	0.8	0.6	0.0	0.8	0.4	0.8
Cc07t21410.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc07t21420.1	15.4	4.6	3.8	12.3	4.4	4.3
Cc07t21430.1	22.4	16.9	13.5	15.3	15.3	11.4
Cc07t21440.1	1.7	0.0	1.1	0.1	6.9	0.6
Cc07t21450.1	0.0	0.0	0.0	0.0	0.0	0.1
Cc07t21460.1	25.0	6.9	6.6	27.4	6.6	2.4
Cc08t00010.1	6.7	5.6	2.6	5.3	1.6	2.2
Cc08t00020.1	0.0	1.3	0.0	0.6	0.5	1.0
Cc08t00030.1	97.0	30.5	22.9	87.8	17.7	33.7
Cc08t00040.1	12.7	1.6	7.8	35.3	16.3	15.1
Cc08t00050.1	30.0	20.9	11.8	20.1	7.4	16.8
Cc08t00060.1	66.1	9.7	14.9	48.6	11.1	11.4
Cc08t00070.1	22.0	55.9	55.1	19.6	32.3	33.4
Cc08t00080.1	14.3	17.2	2.6	10.1	7.7	14.5
Cc08t00090.1	20.4	44.9	38.2	25.6	66.1	45.2
Cc08t00100.1	20.7	2.4	22.0	15.9	13.7	28.0
Cc08t00110.1	0.2	0.0	0.2	0.6	0.8	0.0
Cc08t00120.1	40.5	147.2	39.1	36.4	39.0	26.5
Cc08t00130.1	6.3	6.5	26.3	18.7	12.2	1.6
Cc08t00140.1	209.5	45.9	170.5	414.1	153.1	133.3
Cc08t00150.1	30.9	13.9	24.5	33.4	68.0	83.6
Cc08t00160.1	0.0	157.1	0.0	0.0	0.1	0.1
Cc08t00170.1	33.0	6.1	13.4	36.4	35.6	14.9
Cc08t00180.1	61.4	11.6	25.2	49.4	17.6	17.1
Cc08t00190.1	28.9	17.0	32.1	26.2	24.2	17.4
Cc08t00200.1	35.4	13.8	37.3	21.1	256.4	128.5
Cc08t00210.1	168.9	6.2	111.3	134.2	25.8	3.5
Cc08t00220.1	0.2	343.2	0.3	1.0	0.1	1.1
Cc08t00230.1	25.4	3.1	7.4	15.1	8.3	22.8
Cc08t00240.1	68.3	20.1	61.6	36.6	53.8	16.6
Cc08t00250.1	17.4	1.2	7.3	15.9	4.6	4.2
Cc08t00260.1	4.5	0.0	1.1	1.7	1.1	0.3
Cc08t00270.1	354.2	565.1	327.3	187.9	978.4	799.4
Cc08t00280.1	123.8	28.7	48.0	75.9	61.8	76.2
Cc08t00290.1	44.5	27.3	55.6	24.9	41.0	31.2
Cc08t00300.1	132.4	128.4	46.7	30.6	443.3	170.2
Cc08t00310.1	62.9	25.9	15.8	34.8	130.3	111.9
Cc08t00320.1	10.1	25.2	32.1	5.8	16.6	15.6
Cc08t00330.1	23.7	40.4	6.3	15.3	7.2	6.8
Cc08t00340.1	30.6	43.1	46.0	24.1	25.9	27.6
Cc08t00350.1	1.1	0.7	0.2	1.9	2.9	5.4
Cc08t00360.1	22.1	0.3	0.3	4.1	3.2	15.1
Cc08t00370.1	36.9	39.8	8.2	49.0	25.2	26.6
Cc08t00380.1	5.4	0.3	21.5	4.9	3.5	1.9
Cc08t00390.1	10.5	0.6	1.8	11.1	3.8	4.6
Cc08t00400.1	16.8	56.2	18.0	23.5	9.3	10.8
Cc08t00410.1	69.2	164.3	197.2	52.6	167.7	207.1
Cc08t00420.1	10.5	58.5	30.0	19.3	16.3	12.7
Cc08t00430.1	49.3	41.4	14.8	31.8	2.0	16.5
Cc08t00440.1	0.0	4.9	68.4	0.8	1.9	1.2
Cc08t00450.1	0.0	172.4	0.1	0.1	0.1	7.9
Cc08t00460.1	25.1	16.4	11.7	19.1	13.3	18.0
Cc08t00470.1	153.2	261.0	96.3	56.0	226.1	63.5
Cc08t00480.1	31.4	14.3	16.2	28.5	9.9	18.6
Cc08t00490.1	0.0	0.0	0.1	7.9	15.0	5.5
Cc08t00500.1	14.7	23.6	3.1	47.9	2.5	8.8
Cc08t00510.1	38.3	9.3	18.7	28.6	22.2	38.0
Cc08t00520.1	0.9	0.0	0.1	0.6	0.0	0.0
Cc08t00530.1	8.1	24.8	84.2	152.1	112.7	16.9
Cc08t00540.1	12.0	121.5	14.0	13.3	6.1	12.7
Cc08t00550.1	46.4	57.7	26.4	33.0	24.5	18.6
Cc08t00560.1	7.1	0.4	8.7	12.7	35.1	0.2
Cc08t00570.1	0.0	0.0	0.0	0.1	0.7	0.0
Cc08t00580.1	89.7	25.8	52.4	171.3	171.9	68.7
Cc08t00590.1	41.2	3.7	2.9	30.2	13.6	38.4
Cc08t00600.1	3.3	0.1	0.8	5.2	0.4	1.4
Cc08t00610.1	5.0	18.1	35.8	88.3	11.6	4.0
Cc08t00620.1	11.9	1.0	3.4	20.5	10.1	6.4
Cc08t00630.1	15.0	0.8	3.8	8.4	17.5	12.1
Cc08t00640.1	14.4	1.8	1.5	15.2	1.8	2.1
Cc08t00650.1	69.8	70.8	84.2	85.7	79.1	52.7
Cc08t00660.1	0.1	0.4	0.0	0.1	0.5	0.1
Cc08t00670.1	188.4	20.9	128.9	100.3	176.8	55.0
Cc08t00680.1	147.1	8.1	51.2	71.5	76.8	29.3
Cc08t00690.1	31.4	20.1	47.6	50.9	60.4	67.6
Cc08t00700.1	31.0	13.7	26.9	23.6	19.8	14.2
Cc08t00710.1	0.2	0.5	1.0	0.5	0.3	0.1
Cc08t00720.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc08t00730.1	0.2	0.0	0.8	0.4	0.4	0.0
Cc08t00740.1	0.0	0.0	2.4	41.1	7.1	71.9
Cc08t00750.1	13.3	13.1	55.5	17.2	21.9	6.2
Cc08t00760.1	30.8	0.7	2.5	14.8	6.6	3.3
Cc08t00770.1	30.0	94.1	22.0	37.6	30.5	16.7
Cc08t00780.1	0.0	0.0	0.0	0.1	0.0	0.1
Cc08t00790.1	9.1	0.7	0.1	10.3	1.9	33.8
Cc08t00800.1	103.1	18.3	51.4	79.6	65.8	102.8
Cc08t00810.1	167.9	44.4	139.1	156.2	107.1	172.3
Cc08t00820.1	0.0	0.1	0.0	0.0	20.2	83.2
Cc08t00830.1	0.0	0.0	0.0	0.0	0.1	0.1
Cc08t00840.1	68.0	20.5	426.8	61.6	293.0	114.2
Cc08t00850.1	32.6	8.9	327.5	42.0	421.5	131.5
Cc08t00860.1	0.9	0.4	0.8	5.0	0.9	1.2
Cc08t00870.1	2.7	62.6	32.0	35.1	0.9	4.0
Cc08t00880.1	0.5	58.1	0.9	0.0	0.0	0.1
Cc08t00890.1	1.9	0.2	2.2	2.1	0.4	0.3
Cc08t00900.1	29.3	41.6	13.8	23.9	9.8	24.9
Cc08t00910.1	194.8	59.4	102.5	98.0	280.7	224.5
Cc08t00920.1	66.3	17.5	98.3	106.6	95.2	172.8
Cc08t00930.1	4.4	0.9	24.7	36.4	14.1	14.5
Cc08t00940.1	3.5	0.0	0.0	1.1	0.8	1.8
Cc08t00950.1	6.6	1.3	2.1	9.0	11.8	4.7
Cc08t00960.1	61.2	181.5	83.9	45.3	85.8	62.6
Cc08t00970.1	3.0	1.0	1.4	2.1	3.3	3.8
Cc08t00980.1	170.8	25.3	67.5	249.3	38.6	44.6
Cc08t00990.1	342.2	93.3	70.1	352.3	145.6	162.3
Cc08t01000.1	111.3	100.4	158.7	59.7	443.4	153.5
Cc08t01010.1	14.2	18.9	14.9	22.8	14.0	13.3
Cc08t01020.1	13.0	4.6	265.7	23.6	179.0	10.2
Cc08t01030.1	28.3	1.3	7.8	18.5	5.3	10.9
Cc08t01040.1	33.0	3.9	11.7	25.1	5.9	12.6
Cc08t01050.1	4.4	23.4	23.6	3.2	10.7	14.9
Cc08t01060.1	4.7	146.3	0.0	0.6	0.3	0.0
Cc08t01070.1	82.8	28.2	0.7	4.2	30.1	3.0
Cc08t01080.1	24.4	3.1	4.9	17.4	4.8	8.6
Cc08t01090.1	8.5	3.2	4.0	82.6	21.9	4.4
Cc08t01100.1	26.5	6.0	18.3	65.4	33.9	13.5
Cc08t01110.1	1.7	14.0	11.4	21.2	24.8	10.5
Cc08t01120.1	2.8	0.3	1.3	2.0	0.9	1.0
Cc08t01130.1	22.3	14.6	10.5	18.9	8.5	8.9
Cc08t01140.1	7.9	14.8	91.9	41.4	31.2	72.4
Cc08t01150.1	1.4	1.0	1.6	14.7	1.1	1.3
Cc08t01160.1	88.8	30.9	71.7	69.5	74.4	77.3
Cc08t01170.1	61.6	10.4	21.1	52.6	30.5	33.3
Cc08t01180.1	14.3	3.0	0.8	11.6	6.1	4.1
Cc08t01190.1	0.0	43.5	3.7	0.0	4.8	4.3
Cc08t01200.1	0.2	0.0	0.0	0.0	0.1	0.4
Cc08t01210.1	0.2	0.0	0.0	0.1	0.0	0.0
Cc08t01220.1	0.2	0.0	0.0	0.0	0.0	0.0
Cc08t01230.1	25.0	0.1	0.8	47.0	0.5	0.4
Cc08t01240.1	0.2	0.0	0.2	17.2	0.7	0.1
Cc08t01250.1	20.9	4.1	6.4	14.7	5.4	11.7
Cc08t01260.1	0.3	0.1	0.3	45.5	1.2	0.2
Cc08t01270.1	12.1	1.5	7.2	14.9	5.0	7.2
Cc08t01280.1	13.0	7.7	9.6	19.0	42.0	54.0
Cc08t01290.1	44.3	1.6	53.1	3.1	14.9	2.0
Cc08t01300.1	2.6	1.6	25.2	878.3	1149.9	8.2
Cc08t01310.1	4.3	0.1	9.8	7.6	3.0	8.4
Cc08t01320.1	0.3	0.0	0.6	0.1	1.3	4.0
Cc08t01330.1	2.4	0.0	0.9	1.2	0.7	0.5
Cc08t01340.1	46.7	8.4	11.0	22.0	33.1	23.6
Cc08t01350.1	0.0	10.4	0.0	0.0	0.1	0.8
Cc08t01360.1	0.1	1.2	0.3	0.5	0.2	0.7
Cc08t01370.1	1.2	0.2	0.1	1.3	0.9	1.5
Cc08t01380.1	52.2	1.4	4.8	6.5	0.9	5.5
Cc08t01390.1	54.4	25.7	74.5	68.5	83.5	85.1
Cc08t01400.1	44.8	8.0	17.2	9.4	65.7	118.0
Cc08t01410.1	2.0	0.0	0.0	0.0	0.0	0.5
Cc08t01420.1	2.1	0.1	0.4	4.0	0.2	0.4
Cc08t01430.1	0.6	0.0	0.1	0.7	0.1	0.5
Cc08t01440.1	3.1	1.5	1.9	6.1	4.3	6.9
Cc08t01450.1	1.6	0.0	0.3	15.9	9.4	0.2
Cc08t01460.1	14.1	4.1	6.5	12.7	98.5	6.5
Cc08t01470.1	5.8	1.2	1.4	4.4	2.7	2.7
Cc08t01480.1	71.0	77.5	79.2	51.6	218.1	122.7
Cc08t01490.1	1.4	0.3	0.4	1.0	0.8	8.5
Cc08t01500.1	4.2	128.9	28.6	15.8	16.8	7.4
Cc08t01510.1	14.6	2.2	9.7	27.1	7.5	38.4
Cc08t01520.1	16.0	12.3	14.7	9.6	55.1	63.5
Cc08t01530.1	8.1	2.1	2.4	3.6	2.8	6.2
Cc08t01540.1	81.4	33.5	126.4	110.5	20.0	22.9
Cc08t01550.1	24.4	2.7	5.0	15.2	7.3	5.1
Cc08t01560.1	233.5	56.3	194.1	324.8	251.2	156.4
Cc08t01570.1	59.8	20.9	90.4	25.2	66.7	38.8
Cc08t01580.1	5.2	4.0	4.9	4.5	3.6	8.3
Cc08t01590.1	124.1	13.4	20.1	48.6	24.3	25.7
Cc08t01600.1	1.3	0.4	0.8	3.6	1.6	1.2
Cc08t01610.1	16.5	0.7	9.0	103.3	4.4	0.9
Cc08t01620.1	34.3	2.9	8.0	50.3	7.3	0.9
Cc08t01630.1	9.1	0.6	0.2	3.0	0.2	0.4
Cc08t01640.1	17.7	0.9	14.6	133.9	5.4	0.5
Cc08t01650.1	16.3	1.6	22.7	89.3	6.6	1.1
Cc08t01660.1	6.9	0.2	5.0	51.4	4.5	0.4
Cc08t01670.1	5.0	0.4	3.9	24.2	4.4	0.2
Cc08t01680.1	22.9	0.9	6.3	13.5	4.9	9.1
Cc08t01690.1	5.7	2.1	9.8	4.5	6.4	4.9
Cc08t01700.1	56.8	11.2	19.3	55.8	30.7	34.7
Cc08t01710.1	19.7	0.4	0.4	7.7	3.2	7.9
Cc08t01720.1	29.8	1.1	3.1	11.4	5.4	14.3
Cc08t01730.1	43.8	26.1	30.0	43.1	85.9	123.9
Cc08t01740.1	54.7	39.5	43.2	41.5	37.7	41.4
Cc08t01750.1	1.3	0.0	0.0	1.3	1.6	113.2
Cc08t01760.1	4.1	0.7	0.8	78.4	52.7	1.2
Cc08t01770.1	0.7	0.0	0.0	0.4	0.1	0.2
Cc08t01780.1	30.7	0.1	0.5	1.6	1.7	2.7
Cc08t01790.1	0.1	10.1	0.9	0.6	5.4	29.8
Cc08t01800.1	53.1	699.4	180.9	49.4	92.4	53.0
Cc08t01810.1	17.1	15.3	28.1	12.4	47.0	92.8
Cc08t01820.1	0.2	0.1	0.2	1.3	0.1	0.2
Cc08t01830.1	8.8	1.8	0.1	0.2	0.3	5.4
Cc08t01840.1	0.0	0.1	3.0	0.5	0.0	0.6
Cc08t01850.1	0.0	0.0	0.0	0.0	0.0	0.0
Cc08t01860.1	9.9	5.9	0.0	1.0	0.5	9.9
Cc08t01870.1	2.0	0.2	0.0	0.7	0.2	0.7
Cc08t01880.1	51.0	1.2	1.5	3.5	5.2	7.5
Cc08t01890.1	22.2	38.4	11.2	25.9	21.4	30.8
Cc08t01900.1	0.2	0.0	0.2	2.2	0.1	0.2
Cc08t01910.1	0.4	0.3	0.0	0.0	0.2	5.1
Cc08t01920.1	0.1	0.0	0.0	0.5	0.1	0.2
Cc08t01930.1	0.7	0.1	0.0	0.9	0.2	0.1
Cc08t01940.1	0.1	0.0	0.1	2.3	0.1	0.2
Cc08t01950.1	0.0	0.1	0.0	0.1	0.0	0.0
Cc08t01960.1	11.5	32.3	20.0	15.5	45.3	36.0
Cc08t01970.1	0.7	0.2	0.3	7.5	0.1	0.5
Cc08t01980.1	0.3	0.4	0.9	7.4	0.3	0.3
Cc08t01990.1	0.2	0.0	0.6	0.0	0.2	2.8
Cc08t02000.1	1.8	0.4	0.0	2.2	0.1	1.3
Cc08t02010.1	0.4	0.1	0.1	4.8	0.1	0.1
Cc08t02020.1	0.5	10.5	0.2	2.1	0.2	0.6
Cc08t02030.1	3.0	0.1	0.2	7.7	0.3	0.4
Cc08t02040.1	3.2	0.7	5.4	46.7	2.0	0.6
Cc08t02050.1	3.4	3.1	3.4	2.2	6.7	9.6
Cc08t02060.1	11.6	27.5	19.3	11.1	39.4	40.9
Cc08t02070.1	16.1	3.2	11.9	13.7	7.9	12.4
Cc08t02080.1	9.9	10.0	29.1	30.5	27.2	9.7
Cc08t02090.1	1.1	0.2	1.4	1.2	13.9	7.0
Cc08t02100.1	1.4	0.6	6.4	108.3	30.2	3.4
Cc08t02110.1	180.8	133.3	177.4	112.0	315.1	280.1
Cc08t02120.1	23.9	0.5	1.1	5.4	0.2	6.0
Cc08t02130.1	0.9	0.3	0.4	2.0	0.1	0.9
Cc08t02140.1	0.0	0.0	0.7	0.4	0.0	7.5
Cc08t02150.1	0.1	0.0	0.2	0.3	0.0	0.0
Cc08t02160.1	0.0	0.2	0.1	0.2	0.2	0.0
Cc08t02170.1	9.1	1.0	2.3	24.9	1.5	0.3
Cc08t02180.1	14.7	6.5	5.1	52.7	2.4	0.7
Cc08t02190.1	6.3	0.1	2.0	8.6	0.8	0.2
Cc08t02200.1	0.0	0.0	0.0	0.1	0.0	0.3
Cc08t02210.1	14.7	2.0	6.5	54.8	1.9	0.3
Cc08t02220.1	5.7	1.3	1.7	14.9	1.1	0.4
Cc08t02230.1	7.5	0.8	2.6	43.3	1.2	0.2
Cc08t02240.1	1.4	0.7	4.8	2.5	0.3	1.3
Cc08t02250.1	22.5	1.5	8.0	57.7	3.9	1.0
Cc08t02260.1	0.0	0.0	0.0	0.0	0.1	0.4
Cc08t02270.1	0.4	0.0	0.0	0.0	0.0	0.0
Cc08t02280.1	8.2	1.0	7.3	38.5	4.6	0.7
Cc08t02290.1	2.9	0.9	5.9	3.4	0.4	1.7
Cc08t02300.1	11.7	37.2	12.0	30.6	25.9	22.8
Cc08t02310.1	31.4	28.4	20.8	20.7	16.1	24.2
Cc08t02320.1	19.2	6.8	17.1	31.6	40.1	31.4
Cc08t02330.1	63.8	200.3	23.5	36.7	19.9	9.6
Cc08t02340.1	20.7	4.6	0.1	0.7	7.5	9.4
Cc08t02350.1	124.5	21.8	34.0	43.3	176.2	167.8
Cc08t02360.1	18.5	3.1	17.3	17.2	10.3	16.6
Cc08t02370.1	0.0	0.2	10.1	0.5	0.1	0.1
Cc08t02380.1	0.0	0.8	21.9	1.9	0.0	0.0
Cc08t02390.1	0.0	0.0	0.4	93.4	2.8	0.1
Cc08t02400.1	13.6	27.8	17.7	19.9	14.7	20.9
Cc08t02410.1	30.7	2.4	3.2	14.7	13.7	8.7
Cc08t02420.1	8.5	0.9	6.3	19.7	11.3	8.5
Cc08t02430.1	51.2	104.5	68.6	51.8	44.2	55.7
Cc08t02440.1	1.9	0.8	1.6	0.5	1.0	1.3
Cc08t02450.1	0.0	0.2	0.4	3.9	1.5	5.6
Cc08t02460.1	20.1	16.3	13.3	14.0	14.9	18.1
Cc08t02470.1	9.9	0.5	0.9	5.1	3.4	3.3
Cc08t02480.1	16.7	19.3	18.3	16.1	10.2	15.4
Cc08t02490.1	1.4	0.0	1.6	12.9	44.8	2.2
Cc08t02500.1	0.0	1.2	1.3	1.5	3.7	1.5
Cc08t02510.1	19.0	25.9	33.1	43.8	87.0	34.1
Cc08t02520.1	0.1	1.2	0.3	0.2	1.9	586.6
Cc08t02530.1	31.1	26.6	49.5	17.7	64.3	59.2
Cc08t02540.1	49.3	81.0	55.2	41.2	37.3	35.6
Cc08t02550.1	0.0	0.0	0.0	0.0	0.1	25.0
Cc08t02560.1	29.8	28.8	30.8	25.1	90.8	64.6
Cc08t02570.1	16.5	0.8	7.1	23.6	7.9	0.8
Cc08t02580.1	82.4	0.0	0.9	0.3	0.6	4.6
Cc08t02590.1	0.8	0.0	0.0	0.0	1.4	0.6
Cc08t02600.1	0.0	0.0	0.2	7.2	0.4	3.7
Cc08t02610.1	26.6	49.8	29.1	27.1	15.5	20.0
Cc08t02620.1	22.6	2.6	3.3	194.3	14.7	11.5
Cc08t02630.1	2.3	0.6	1.7	1.3	7.3	7.3
Cc08t02640.1	0.8	0.6	6.9	6.2	7.3	6.2
Cc08t02650.1	3.7	0.0	2.5	2.5	3.6	10.0
Cc08t02660.1	2.9	0.0	0.0	0.0	0.1	1.1
Cc08t02670.1	2.0	0.3	0.5	1.2	0.3	2.0
Cc08t02680.1	229.2	17.6	65.5	331.5	24.9	89.5
Cc08t02690.1	22.8	65.7	3.5	5.9	0.1	0.3
Cc08t02700.1	41.2	2.0	18.3	58.3	13.4	7.9
Cc08t02710.1	0.5	0.3	0.5	0.4	1.0	2.9
Cc08t02720.1	0.8	0.4	0.4	0.6	0.2	1.3
Cc08t02730.1	15.0	16.5	17.5	11.9	165.6	56.5
Cc08t02740.1	0.0	0.0	0.0	0.0	0.1	0.1
Cc08t02750.1	71.2	1.5	12.1	9.3	1.8	33.6
Cc08t02760.1	30.9	4.6	11.2	22.2	8.7	23.6
Cc08t02770.1	15.6	3.1	10.2	23.5	5.0	18.4
Cc08t02780.1	0.0	472.8	0.2	0.1	0.0	0.0
Cc08t02790.1	122.1	5.6	29.9	357.0	40.8	52.5
Cc08t02800.1	291.7	192.4	105.4	193.0	120.5	294.2
Cc08t02810.1	11.8	18.1	19.2	13.4	25.6	28.5
Cc08t02820.1	5.8	1.2	7.4	12.0	7.9	8.7
Cc08t02830.1	0.0	0.1	0.2	0.0	0.0	0.0
Cc08t02840.1	5.6	0.5	0.0	0.0	0.1	4.9
Cc08t02850.1	22.3	2.9	44.8	4.7	3.1	2.8
Cc08t02860.1	7.3	13.9	528.4	41.3	16.3	0.8
Cc08t02870.1	12.8	40.0	4.8	14.2	12.3	37.0
Cc08t02880.1	432.6	87.5	140.7	402.7	31.3	147.2
Cc08t02890.1	2.9	0.8	0.2	6.6	0.2	2.1
Cc08t02900.1	5.5	1.0	0.9	1.8	8.6	0.1
Cc08t02910.1	6.5	2.7	3.8	11.3	8.5	10.4
Cc08t02920.1	3.1	9.1	22.5	3.6	0.4	21.2
Cc08t02930.1	2.2	2.1	3.9	4.4	5.3	0.3
Cc08t02940.1	0.0	0.0	0.0	3.9	7.5	0.3
Cc08t02950.1	0.3	0.1	0.0	37.4	97.2	2.2
Cc08t02960.1	16.5	10.6	10.2	17.5	11.4	8.5
Cc08t02970.1	0.1	128.7	0.1	0.1	0.0	0.7
Cc08t02980.1	33.2	7.1	20.1	22.3	23.8	42.8
Cc08t02990.1	21.8	8.0	30.8	42.5	40.0	23.2
Cc08t03000.1	34.9	60.5	39.1	43.1	12.2	29.1
Cc08t03010.1	529.1	13.2	176.4	158.9	399.8	175.7
Cc08t03020.1	0.0	0.3	0.0	0.1	0.2	0.1
Cc08t03030.1	0.1	0.8	11.8	33.9	4.1	73.3
Cc08t03040.1	0.2	0.0	1.4	0.0	0.0	0.2
Cc08t03050.1	5.4	0.7	1.0	3.9	3.4	5.4
Cc08t03060.1	0.0	0.0	0.0	0.1	0.2	0.1
Cc08t03070.1	0.6	0.0	0.0	0.0	0.0	0.0
Cc08t03080.1	4.5	2.2	0.6	1.4	0.3	0.9
Cc08t03090.1	1.9	13.7	2.3	6.4	1.9	4.8
Cc08t03100.1	0.0	0.0	0.0	0.1	0.0	0.0
Cc08t03110.1	0.4	0.1	8.2	169.0	4.9	0.0
